gene	Peak	P.value	Adj.Pvalue	Qvalue	chromo	start	end	strand	distance	model
Ddx51	chr5_160723	0.0175759605048473	0.483473142111772	0.183358625502524	chr5	110802121	110802631	+	149	flat
Atad2b	chr12_41309	0.0107333709416797	0.483422764677698	0.183358625502524	chr12	3981071	3982601	+	936	flat
B3gat2	chr1_1574	0.0259806375434025	0.483622273012131	0.183371712520482	chr1	24136855	24137641	+	375	flat
Amn1	chr6_178562	0.020383399512121	0.483624213512339	0.183371712520482	chr6	148256009	148256653	+	901	flat
Ryr3	chr2_119063	0.0151776309556904	0.483770198174965	0.183382865000682	chr2	113757277	113759140	+	1127	flat
Rad21	chr15_74519	0.0183918576383507	0.4837680270941	0.183382865000682	chr15	51774822	51775575	+	187	flat
Morc2a	chr11_29019	0.0113570022802523	0.483833064463508	0.183384601206887	chr11	4251660	4252744	+	603	flat
Anp32e	chr3_132920	0.00838697396300781	0.483974530466945	0.183416124626605	chr3	94996749	94997421	+	932	flat
Ap3b1	chr13_58834	0.0188425918774704	0.484147211584658	0.183459468897284	chr13	94263999	94264416	+	95	flat
Shisa5	chr9_209586	0.0157757641192814	0.484223668253009	0.183466344477722	chr9	110100439	110101584	+	1062	flat
Commd9	chr2_118091	0.00679231780003355	0.484577945510024	0.183502886152347	chr2	102989760	102990829	+	1104	flat
Agrn	chr4_152125	0.00640916860026229	0.484546500557432	0.183502886152347	chr4	155694505	155695066	+	471	flat
Snrnp27	chr6_171939	0.00698515715688593	0.484540289123416	0.183502886152347	chr6	84105494	84106177	+	2569	flat
Tmem126b	chr7_183892	0.030783985829333	0.484611731448198	0.183502886152347	chr7	91045266	91046006	+	578	flat
Lgalsl	chr11_30112	0.00951997393101933	0.484550494370314	0.183502886152347	chr11	20035283	20036345	+	788	circadian
Unc50	chr1_2664	0.0117589809692279	0.484901501934472	0.183568425086312	chr1	37219788	37220855	+	210	circadian
Pmm1	chr15_77611	0.0103104596440585	0.484847077663322	0.183568425086312	chr15	80521344	80522556	+	1429	flat
Zfp939	chr7_180467	0.0260268993908081	0.485054396263213	0.183582127952079	chr7	40824792	40825852	+	1376	flat
Ppfia2	chr10_26419	0.0159974137376037	0.485044220681658	0.183582127952079	chr10	107202171	107203189	+	732	flat
Cyhr1	chr15_77251	0.0063274394426204	0.485134656297358	0.183590419824187	chr15	78634155	78634893	+	1991	circadian
Pex1	chr5_152240	0.0229470699442636	0.485508035547133	0.183709622017137	chr5	3927644	3929014	+	332	ampfree.step
Hnrnpu	chr1_15123	0.021861622140691	0.485699544412371	0.183722943997267	chr1	178683631	178684248	+	363	sleep
Ociad1	chr5_157871	0.0330922772826076	0.485893604825227	0.183722943997267	chr5	73168000	73168725	+	124	flat
Sf3b5	chr10_17835	0.0117906339648426	0.485831266594891	0.183722943997267	chr10	12548060	12549078	+	457	flat
Nme1	chr11_37663	0.00716099373655097	0.485848499932797	0.183722943997267	chr11	95106710	95107330	+	1150	flat
Map3k9	chr12_47463	0.0282570572953689	0.485823332899424	0.183722943997267	chr12	81294029	81295019	+	426	ampfree.step
Enox2	chrX_212117	0.174343638015846	0.485645586646763	0.183722943997267	chrX	49287619	49288738	+	278	flat
Cox7a2	chr9_206897	0.0227446741295411	0.48617621690851	0.183807713830165	chr9	79586368	79587368	+	168	flat
Borcs6	chr11_34920	0.0141875981141163	0.486266692859676	0.183819831480203	chr11	69366104	69367054	+	307	flat
Adipor2	chr6_175807	0.0145912973213049	0.486908437808901	0.184040313359813	chr6	118850974	118851591	+	502	circadian
Hspa14	chr2_109236	0.0159531036342614	0.487079754257747	0.18406932566204	chr2	4559307	4560169	+	1071	flat
Arhgap23	chr11_37944	0.0229764841075154	0.487102202045468	0.18406932566204	chr11	97573892	97574633	+	159	sleep
Zbtb45	chr7_178931	0.0340083609199072	0.487401163395833	0.184148954499967	chr7	13022986	13025288	+	20	flat
H2afx	chr9_203153	0.0627468305190493	0.487429981755491	0.184148954499967	chr9	44319491	44321184	+	14	flat
Cltc	chr11_36862	0.0407457242170944	0.487633614699942	0.184203767544141	chr11	86992952	86994209	+	299	flat
Map1b	chr13_59525	0.0207540475285501	0.487695020395562	0.184204847484956	chr13	100015231	100016269	+	594	flat
Ar	chrX_213135	0.0938778536524307	0.487811613498826	0.184226769224248	chrX	97651612	97652540	+	497	circadian
Kdm4c	chr4_144288	0.0216239659087373	0.487919418505207	0.184245367190112	chr4	76370064	76370548	+	2128	flat
Tdrd7	chr4_141806	0.00692658079404675	0.488407887405934	0.184407687585962	chr4	45183772	45185408	+	781	flat
Lmo2	chr2_118001	0.00646779098694629	0.488729874031927	0.184507118021076	chr2	102400238	102401708	+	1557	mixedaf
Btbd2	chr10_23989	0.00591318867270714	0.488844817995338	0.184528370460117	chr10	80845718	80846299	+	203	flat
Isy1	chr6_172424	0.0125208489021261	0.488956021674541	0.184548206092994	chr6	88056713	88057505	+	243	flat
Pom121	chr5_163715	0.0106167372350562	0.489015258425251	0.184548425279117	chr5	134248869	134249836	+	1127	sleep
Gtf2h5	chr17_88533	0.0217854884442275	0.489200093170105	0.184596037887052	chr17	5536704	5537519	+	543	sleep
Coq10a	chr10_28747	0.00769027675485608	0.489317849096113	0.184596617049195	chr10	128326791	128327179	+	36	sleep
Urgcp	chr11_29122	0.0120450381421506	0.489318970693214	0.184596617049195	chr11	5155046	5155712	+	558	flat
Atox1	chr11_33220	0.00915502837353053	0.489487387265211	0.18463801370677	chr11	53520441	53521256	+	1926	flat
Heg1	chr16_83336	0.0104819669053662	0.48956417352396	0.184644840997552	chr16	33413962	33414714	+	270	circadian
Il17f	chr1_1218	0.0118120866507676	0.490016108107539	0.184690294062706	chr1	21248305	21248915	+	471	flat
1700066M21Rik	chr1_4587	0.0169124274047	0.490041748781706	0.184690294062706	chr1	58152087	58152745	+	775	circadian
Sppl2a	chr2_120361	0.0844170057181304	0.490068079819748	0.184690294062706	chr2	126932343	126933537	+	43	circadian
Ephx4	chr5_160559	0.00934157622641902	0.490098742908582	0.184690294062706	chr5	107986131	107987622	+	584	flat
Mypop	chr7_179186	0.0106185920108432	0.490154295909806	0.184690294062706	chr7	19136488	19137427	+	146	flat
Rnf113a2	chr12_48029	0.00470564958231061	0.489994787194413	0.184690294062706	chr12	85656001	85656756	+	1239	flat
Zfyve27	chr19_107406	0.015742862634857	0.489941422524122	0.184690294062706	chr19	42744047	42744706	+	580	circadian
Xpnpep1	chr19_108174	0.0314117270244974	0.490126446427045	0.184690294062706	chr19	50487712	50488416	+	2455	flat
Zfp770	chr2_119188	0.0170518985092138	0.490363193868386	0.184746881504682	chr2	115384990	115385890	+	1192	flat
Ifi30	chr8_193968	0.00525435913111577	0.490526394458063	0.184786240736211	chr8	70124976	70125343	+	638	flat
Ankrd42	chr7_184076	0.0480550085566342	0.49082864004266	0.184877963925139	chr7	92583260	92583974	+	2	circadian
Slc4a2	chr5_153684	0.00634712438959679	0.490943410307753	0.18489905821883	chr5	23675597	23676637	+	748	flat
Cntnap5a	chr1_9063	0.0238049646899889	0.492333430691288	0.185343046339884	chr1	116616233	116616813	+	932	flat
Uck2	chr1_13858	0.0202290720767145	0.492200055231676	0.185343046339884	chr1	167118863	167119865	+	104	circadian
Uevld	chr7_180644	0.00525831061394639	0.492337430610728	0.185343046339884	chr7	44905284	44905904	+	2018	flat
R3hdm4	chr10_23960	0.00622372536675066	0.492357920524537	0.185343046339884	chr10	80678098	80678481	+	768	flat
Rfc2	chr5_163831	0.0100035965060552	0.492528558632132	0.185385100732808	chr5	135040686	135041219	+	460	flat
Ehmt1	chr2_110895	0.0301920585653144	0.492732340052374	0.185439618537292	chr2	24668432	24669286	+	121	flat
Mbtd1	chr11_37478	0.0141327693511791	0.493062504570158	0.185497309800864	chr11	93587603	93588365	+	298	flat
Gps1	chr11_41079	0.012211892803412	0.493015093632425	0.185497309800864	chr11	120695256	120696001	+	89	flat
Plxna3	chrX_212740	0.0247739625399136	0.493011621195642	0.185497309800864	chrX	75095190	75096502	+	767	flat
Ccz1	chr5_164925	0.0134031355179199	0.49319017522276	0.18552315755899	chr5	144752973	144753527	+	765	circadian
Cd59a	chr2_118306	0.0186477068923797	0.493321931701538	0.185550535917055	chr2	104422146	104422702	+	327	circadian
Cdh20	chr1_8575	0.0162626436937761	0.493598821683127	0.185632489492025	chr1	105742347	105743042	+	974	flat
Rad18	chr6_174988	0.0262299709727057	0.493768169401719	0.185673983850669	chr6	112865001	112865707	+	246	sleep
Rnasel	chr1_12291	0.0224696435496363	0.493969741029137	0.185727584152958	chr1	153665036	153665985	+	84	flat
Sec62	chr3_127915	0.0188316521668321	0.494031696430655	0.185728683641608	chr3	31108960	31109580	+	316	flat
Fcho1	chr8_194035	0.00533437837975267	0.494170233958617	0.185758570085635	chr8	70506129	70506941	+	1202	circadian
Gclm	chr3_135569	0.0137128449656226	0.494245868390862	0.18576480694283	chr3	123061830	123063004	+	817	flat
Trhr2	chr8_199059	0.013447613820298	0.494307921124683	0.185765938169856	chr8	122709311	122710088	+	353	flat
Szt2	chr4_147662	0.00760815087226375	0.494369819012851	0.185767010941053	chr4	117891678	117892388	+	471	circadian
Ccdc91	chr6_178520	0.0170423357322933	0.494649576237124	0.185811169676181	chr6	147817305	147817774	+	342	flat
B9d2	chr7_179415	0.0116874196418932	0.494664507921117	0.185811169676181	chr7	24971721	24972936	+	708	flat
Gm27029	chr11_38647	0.00746932228156078	0.494551896387848	0.185811169676181	chr11	102774576	102775131	+	1368	circadian
Tmem9b	chr7_185397	0.0107347546459946	0.495104645218577	0.185954297904841	chr7	110989304	110989848	+	1254	flat
Gm37421	chr3_126455	0.0106463085299634	0.495235673665911	0.185959112791374	chr3	9543184	9544066	+	689	NA
Zfp949	chr9_207544	0.0325422941296089	0.495198117681454	0.185959112791374	chr9	88547287	88548653	+	0	flat
4933407L21Rik	chr1_7047	0.0107646106689442	0.495991794112298	0.186126361574578	chr1	86213877	86214618	+	286	flat
Cdcp1	chr9_211056	0.00895961311553863	0.495879286210022	0.186126361574578	chr9	123020783	123021682	+	150	flat
Acaca	chr11_36661	0.0351872225742854	0.496095183884528	0.186126361574578	chr11	84697072	84698171	+	568	flat
Ak6	chr13_59533	0.0216814605256735	0.495859837751952	0.186126361574578	chr13	100107610	100108604	+	543	sleep
Arhgap22	chr14_64063	0.0251209256897684	0.496082619852198	0.186126361574578	chr14	33077979	33078821	+	136	flat
Txnrd2	chr16_81784	0.00758823584560494	0.496022348960343	0.186126361574578	chr16	18088765	18089667	+	337	circadian
B3galt5	chr16_88154	0.0316700226309323	0.495894160388021	0.186126361574578	chr16	96555145	96555967	+	320	ampfree.step
Smarcd1	chr15_79671	0.0118846980601159	0.496195858955259	0.186141936376822	chr15	98699381	98700328	+	1002	flat
Znf41-ps	chr4_150910	0.0511648024557892	0.496383112018493	0.186170774192366	chr4	145194089	145195504	+	630	flat
Gopc	chr10_21134	0.0142741301908267	0.49639107482628	0.186170774192366	chr10	53120575	53121064	+	785	flat
Cish	chr9_209194	0.0219487298566157	0.49652431529312	0.186176360012921	chr9	106563888	106564559	+	732	circadian
Ifngr1	chr10_18436	0.0127002267207377	0.496468474064585	0.186176360012921	chr10	18918373	18919199	+	673	flat
Dbr1	chr9_208443	0.0153790399194676	0.496631139756865	0.186194225074469	chr9	99435311	99435589	+	140	circadian
Nifk	chr1_9181	0.0109406546997232	0.497151159563534	0.186273615561879	chr1	119016508	119017386	+	695	flat
Slc30a7	chr3_134877	0.0284598789882199	0.497198122086183	0.186273615561879	chr3	115928314	115929054	+	10	flat
Rpsa-ps10	chr3_138100	0.00987940879186664	0.497183820224738	0.186273615561879	chr3	151218885	151219677	+	1147	flat
Pyroxd1	chr6_177911	0.0168042926391753	0.49697679260051	0.186273615561879	chr6	142362816	142363437	+	17	flat
Cask	chrX_211554	0.0539004194501872	0.497179049783967	0.186273615561879	chrX	13502761	13503398	+	14	sleep
Elk1	chrX_211740	0.0508308163546538	0.497189149572019	0.186273615561879	chrX	20736487	20736972	+	197	circadian
Zdhhc1	chr8_197207	0.00903649195930553	0.497299802900796	0.186289527333156	chr8	105919438	105920040	+	447	flat
Trappc2l	chr8_198978	0.0133088054088589	0.497795205247663	0.186452906652173	chr8	122281027	122282222	+	330	sleep
Fam57b	chr7_186923	0.0157202331194357	0.497859572097798	0.186454818733705	chr7	126482431	126482985	+	315	flat
H3f3c	chr2_119671	0.0110257186471105	0.49808046380573	0.186493147676939	chr2	119803587	119804015	+	138	flat
Mlst8	chr17_89600	0.00843880682965058	0.498028868651219	0.186493147676939	chr17	24488778	24489392	+	16	flat
Atg9a	chr1_6306	0.00711560902918937	0.498202159221787	0.186504720248274	chr1	77567609	77568820	+	2387	flat
Tnrc6b	chr15_77732	0.0108777190130622	0.498229927096295	0.186504720248274	chr15	81347224	81347998	+	636	circadian
Abca2	chr2_111025	0.0113527037259972	0.498435913899441	0.18655963197608	chr2	25575938	25576272	+	147	flat
Mgat5b	chr11_40299	0.00471783167434318	0.498633037116459	0.186611213482561	chr11	116306124	116307340	+	612	ampfree.step
Myoc	chr1_13337	0.0265332083341856	0.498771439373752	0.186640809273106	chr1	162372745	162373564	+	266	flat
Gm11172	chr16_81189	0.0103263789420322	0.498833653646607	0.186641891789195	chr16	11134057	11135321	+	322	NA
Tnrc6a	chr7_186658	0.0310050341424429	0.498932187794258	0.186656561751986	chr7	123065757	123066720	+	58	flat
Lrrc51	chr7_184879	0.012601684213857	0.499127935945447	0.186696753547295	chr7	101107724	101109200	+	805	flat
Zfp7	chr15_77215	0.0069958345480753	0.499158297964746	0.186696753547295	chr15	78428090	78429340	+	1549	sleep
Slc35b4	chr6_167969	0.0073082306046915	0.499456714056409	0.186746595129758	chr6	34346204	34347054	+	193	flat
Rbm5	chr9_209410	0.0129680124848602	0.499469620019073	0.186746595129758	chr9	108119986	108121054	+	380	sleep
Ttc5	chr14_65287	0.0120163336650367	0.499453257876024	0.186746595129758	chr14	50807222	50808340	+	42	flat
Rdh14	chr12_41894	0.0258904533600198	0.499536197286791	0.186749295261287	chr12	10400670	10401775	+	10	flat
G0s2	chr1_16958	0.00808305271077152	0.499643614607092	0.186756125816199	chr1	195040471	195040765	+	1768	flat
Mark4	chr7_179291	0.0118022889848204	0.499717149656318	0.186756125816199	chr7	19715125	19716447	+	291	flat
Josd2	chr7_180954	0.00614339650201743	0.499732541479908	0.186756125816199	chr7	47110557	47110917	+	2643	circadian
Haghl	chr17_89764	0.00833315813612458	0.499801463953027	0.186759699860774	chr17	25608106	25609151	+	171	circadian
Fbxw2	chr2_112256	0.0141374663359425	0.499968590286627	0.186795158403897	chr2	33760309	33761054	+	1044	circadian
Zfp112	chr7_179384	0.0114615336823776	0.500015097413647	0.186795158403897	chr7	24546462	24547533	+	435	circadian
S1pr1	chr3_134879	0.0276582220987535	0.500092583449343	0.18680192532911	chr3	115949803	115950240	+	240	ampfree.step
Edem1	chr6_174691	0.011151561060122	0.500190677093245	0.186816387390391	chr6	108928839	108930002	+	101	ampfree.step
Sclt1	chr3_128761	0.0225088633972194	0.500370031498505	0.18681920024616	chr3	41082428	41084076	+	543	ampfree.step
Med11	chr11_35094	0.0300499637752691	0.50043355845129	0.18681920024616	chr11	70681928	70682483	+	230	flat
Dnajb9	chr12_44396	0.0326197777269339	0.500343957746496	0.18681920024616	chr12	41644926	41645577	+	2560	ampfree.step
Lsamp	chr16_84269	0.0288060127070779	0.500435719381099	0.18681920024616	chr16	42079101	42080301	+	2095	flat
Map3k6	chr4_149400	0.0281481489676805	0.500496135789673	0.186819587943114	chr4	133095046	133095934	+	145	circadian
Ghr	chr15_71086	0.0364468735329857	0.500626601718789	0.186846119746295	chr15	3995352	3996468	+	678	mix
Ndufs4	chr13_61075	0.0187677087635226	0.50072327974904	0.186860036279227	chr13	114106093	114106740	+	181	flat
Trpv6	chr6_168913	0.0160042180196674	0.500947738961138	0.186921629268747	chr6	42583165	42583840	+	963	circadian
Anpep	chr7_183087	0.00618442186750064	0.501160676207639	0.18697890890046	chr7	79531205	79531902	+	290	flat
Lrba	chr3_132261	0.0157544647429352	0.501452518138891	0.186999093986186	chr3	87755764	87756437	+	1531	flat
Tomm22	chr15_77447	0.0114672081460007	0.501393660517761	0.186999093986186	chr15	79577257	79578243	+	93	ampfree.step
Ndfip1	chr18_98757	0.00816148919305342	0.50144823549747	0.186999093986186	chr18	38338002	38339320	+	80	flat
Ophn1	chrX_213305	0.0145972943567034	0.501388704326045	0.186999093986186	chrX	101309217	101309780	+	2755	flat
Mfsd2a	chr4_148109	0.0111287100966111	0.501774743634565	0.187097080877793	chr4	122891058	122891484	+	56	mix
Nf2	chr11_29057	0.0115518745476886	0.502057561740287	0.187180352428608	chr11	4697003	4698119	+	68	circadian
Rdh10	chr1_974	0.0211895925971107	0.502119844509081	0.18718139257579	chr1	16916494	16917201	+	811	flat
Sacm1l	chr9_211013	0.00941350331208968	0.502344204089735	0.18720290722178	chr9	122602966	122603510	+	927	flat
Ppp4r4	chr12_49747	0.0104212723198827	0.502356057340945	0.18720290722178	chr12	105012972	105013525	+	1481	circadian
Dbn1	chr13_55849	0.0137384265613215	0.502271643345183	0.18720290722178	chr13	54693521	54694928	+	779	circadian
Sh3kbp1	chrX_214574	0.0293466279965375	0.502438196142572	0.187211342676417	chrX	160619331	160619874	+	992	flat
Vps39	chr2_119701	0.011528952057884	0.502776144202834	0.187290394711865	chr2	120049533	120050118	+	267	flat
Casp8ap2	chr4_141094	0.00975957905357421	0.502743106464671	0.187290394711865	chr4	34581908	34582930	+	1967	flat
Hira	chr16_81900	0.299209265797076	0.502828938713889	0.187290394711865	chr16	19882938	19883448	+	1006	flat
Medag	chr5_165366	0.0156502181126901	0.502916786707437	0.187300942086739	chr5	149334156	149334817	+	77	flat
Tlcd2	chr11_35582	0.0056623473320808	0.503228063593183	0.187394688580034	chr11	75519780	75520480	+	58	circadian
Tmem69	chr4_147503	0.00811442542119493	0.503310844379697	0.187403334386367	chr4	116175614	116177030	+	375	flat
Traip	chr9_209445	0.0125704974923717	0.503614854144082	0.187472157620789	chr9	108305375	108306972	+	356	flat
Ywhaz	chr15_73613	0.0095894046800069	0.503580517789165	0.187472157620789	chr15	37610247	37611408	+	840	flat
Bag6	chr17_91106	0.0142976966942403	0.503819768139007	0.187526250272945	chr17	35776652	35777850	+	642	flat
Mad2l2	chr4_151198	0.00797268574216389	0.504519027288301	0.187764308077144	chr4	149555880	149556792	+	1426	flat
Fmc1	chr6_168447	0.0189209162674482	0.504735239118769	0.187800345791673	chr6	38696332	38697046	+	163	NA
Shc3	chr13_55454	0.0241315203226783	0.504714343195821	0.187800345791673	chr13	51602900	51604360	+	173	sleep
Zcchc6	chr13_56417	0.0124557974510552	0.504847897438131	0.187820051901336	chr13	59094593	59095227	+	677	flat
Zmym2	chr14_65707	0.0100900792269209	0.505063187926991	0.18783854782203	chr14	55918513	55919135	+	968	flat
Fam69c	chr18_103721	0.0162863015689229	0.505076718470957	0.18783854782203	chr18	86394650	86395331	+	1675	circadian
Cxx1b	chrX_212245	0.139297140433071	0.504983973367787	0.18783854782203	chrX	53670210	53671051	+	1	flat
Tnfrsf22	chr7_188468	0.013601980800401	0.505291912992024	0.187896368911674	chr7	142088908	142089298	+	1546	flat
Phldb1	chr9_203306	0.0117702750306348	0.505433442891202	0.187926786862142	chr9	45518015	45518615	+	832	circadian
Gm37102	chr3_138744	0.00949345781607967	0.505711890642296	0.187953030619157	chr3	157251689	157252576	+	1349	flat
